time,latitude,longitude,depth,mag,magType,id,place,locationSource,Year,date,Month,Energy,country,continent,depth_type
2011-12-30T17:29:58.380Z,-32.82,-178.099,3.624340933,1.6,mwc,usp000jcv1,south of the Kermadec Islands,us,2011,12/30/2011,December,148.4131591,south of the Kermadec Islands,Ocean,shallow
2011-12-30T21:37:49.630Z,-32.384,-178.325,3.555348061,1.6,mwc,usp000jcv5,south of the Kermadec Islands,us,2011,12/30/2011,December,181.2722419,south of the Kermadec Islands,Ocean,shallow
2011-12-30T21:43:19.690Z,-32.567,-178.388,3.555348061,1.6,mwc,usp000jcv6,south of the Kermadec Islands,us,2011,12/30/2011,December,164.0219073,south of the Kermadec Islands,Ocean,shallow
2011-12-31T00:19:18.130Z,-56.958,-142.457,2.302585093,1.7,mww,usp000jcvb,Pacific-Antarctic Ridge,us,2011,12/31/2011,December,298.867401,Pacific-Antarctic Ridge,Ocean,shallow
2011-12-31T00:24:26.310Z,-5.365,141.543,3.440418095,1.6,mb,usp000jcvc,"New Guinea, Papua New Guinea",us,2011,12/31/2011,December,148.4131591,Papua New Guinea,Oceania,shallow
2011-12-31T00:44:47.420Z,-43.517,172.775,2.302585093,1.6,mb,usp000jcvd,South Island of New Zealand,wel,2011,12/31/2011,December,148.4131591,South Island of New Zealand,Oceania,shallow
2011-12-31T16:15:10.000Z,-23.422,-64.402,2.63905733,1.7,mb,usp000jcw1,"Salta, Argentina",sja,2011,12/31/2011,December,200.33681,Argentina,Americas,shallow
2011-12-31T19:22:36.340Z,-20.735,-174.325,3.758871826,1.6,mb,usp000jcw7,Tonga,us,2011,12/31/2011,December,148.4131591,Tonga,Oceania,shallow
2012-01-01T00:30:08.770Z,12.008,143.487,3.555348061,1.6,mb,usp000jcwd,Guam region,us,2012,1/1/2012,January,164.0219073,Guam region,Oceania,shallow
2012-01-01T00:50:08.040Z,-11.366,166.218,4.212127598,1.7,mb,usp000jcwg,Santa Cruz Islands,us,2012,1/1/2012,January,200.33681,Santa Cruz Islands,Ocean,shallow
2012-01-01T04:56:40.980Z,-58.259,-149.214,2.302585093,1.6,mb,usp000jcwq,Pacific-Antarctic Ridge,us,2012,1/1/2012,January,148.4131591,Pacific-Antarctic Ridge,Ocean,shallow
2012-01-01T05:27:55.980Z,31.456,138.072,5.900718934,1.9,mww,usp000jcws,"Izu Islands, Japan region",us,2012,1/1/2012,January,897.8472917,Japan region,Asia,deep
2012-01-01T12:27:57.250Z,-43.47,172.852,2.587764035,1.6,mb,usp000jcxa,South Island of New Zealand,wel,2012,1/1/2012,January,164.0219073,South Island of New Zealand,Oceania,shallow
2012-01-01T15:44:12.070Z,12.018,143.607,1.871802177,1.6,mb,usp000jcxk,Guam region,us,2012,1/1/2012,January,164.0219073,Guam region,Oceania,shallow
2012-01-01T16:45:05.020Z,-43.476,172.881,2.610069793,1.6,mb,usp000jcxn,South Island of New Zealand,wel,2012,1/1/2012,January,181.2722419,South Island of New Zealand,Oceania,shallow
2012-01-01T18:09:06.460Z,4.547,96.419,3.555348061,1.6,mb,usp000jcxt,"northern Sumatra, Indonesia",us,2012,1/1/2012,January,181.2722419,Indonesia,Asia,shallow
2012-01-01T19:32:52.620Z,-5.413,154.209,4.877484781,1.6,mb,usp000jcxw,"Bougainville region, Papua New Guinea",us,2012,1/1/2012,January,148.4131591,Papua New Guinea,Oceania,intermediate
2012-01-01T21:07:24.670Z,2.205,128.368,3.94931879,1.6,mb,usp000jcxz,"Halmahera, Indonesia",us,2012,1/1/2012,January,164.0219073,Indonesia,Asia,shallow
2012-01-01T22:59:09.100Z,-14.381,166.921,2.104134154,1.6,mb,usp000jcy2,Vanuatu,us,2012,1/1/2012,January,164.0219073,Vanuatu,Oceania,shallow
2012-01-03T15:40:02.350Z,12.689,143.737,3.577947893,1.6,mb,usp000jczw,Guam region,us,2012,1/3/2012,January,181.2722419,Guam region,Oceania,shallow
2012-01-04T02:07:53.420Z,27.917,130.221,3.555348061,1.6,mb,usp000jd0j,"Ryukyu Islands, Japan",us,2012,1/4/2012,January,148.4131591,Japan,Asia,shallow
2012-01-04T04:47:34.050Z,-14.748,167.44,5.400873955,1.6,mb,usp000jd0s,Vanuatu,us,2012,1/4/2012,January,164.0219073,Vanuatu,Oceania,intermediate
2012-01-04T15:35:51.030Z,-7.354,128.737,4.999911331,1.6,mb,usp000jd19,"Kepulauan Barat Daya, Indonesia",us,2012,1/4/2012,January,181.2722419,Indonesia,Asia,intermediate
2012-01-04T18:04:48.180Z,-15.552,-174.671,2.302585093,1.6,mb,usp000jd1k,Tonga,us,2012,1/4/2012,January,148.4131591,Tonga,Oceania,shallow
2012-01-04T18:54:11.320Z,-15.14,-174.663,2.302585093,1.6,mb,usp000jd1q,Tonga,us,2012,1/4/2012,January,148.4131591,Tonga,Oceania,shallow
2012-01-04T18:56:57.290Z,-10.67,166.375,4.329416684,1.6,mb,usp000jd1r,Santa Cruz Islands,us,2012,1/4/2012,January,181.2722419,Santa Cruz Islands,Ocean,intermediate
2012-01-05T00:54:31.110Z,-45.992,-76.472,2.302585093,1.7,mb,usp000jd24,"off the coast of Aisen, Chile",us,2012,1/5/2012,January,200.33681,Chile,Americas,shallow
2012-01-05T01:13:40.430Z,-17.691,-173.543,3.555348061,1.7,mwc,usp000jd26,Tonga,us,2012,1/5/2012,January,270.4264074,Tonga,Oceania,shallow
2012-01-05T09:35:32.100Z,18.325,-70.361,3.683866912,1.7,mww,usp000jd2q,Dominican Republic,us,2012,1/5/2012,January,244.6919323,Dominican Republic,Americas,shallow
2012-01-05T16:47:08.100Z,38.714,142.197,3.852273001,1.6,mb,usp000jd30,"near the east coast of Honshu, Japan",us,2012,1/5/2012,January,148.4131591,Japan,Asia,shallow
2012-01-05T21:55:21.320Z,-56.146,-143.95,2.302585093,1.6,mb,usp000jd3b,Pacific-Antarctic Ridge,us,2012,1/5/2012,January,181.2722419,Pacific-Antarctic Ridge,Ocean,shallow
2012-01-05T23:14:49.120Z,-0.935,99.069,3.730501129,1.6,mb,usp000jd3d,"southern Sumatra, Indonesia",us,2012,1/5/2012,January,164.0219073,Indonesia,Asia,shallow
2012-01-06T00:38:48.400Z,-14.092,-14.263,2.302585093,1.6,mb,usp000jd3k,southern Mid-Atlantic Ridge,us,2012,1/6/2012,January,164.0219073,southern Mid-Atlantic Ridge,Ocean,shallow
2012-01-06T08:08:40.460Z,-38.024,-75.091,3.394508394,1.6,mb,usp000jd4a,"off the coast of Araucania, Chile",us,2012,1/6/2012,January,148.4131591,Chile,Americas,shallow
2012-01-06T18:54:39.310Z,-6.341,-107.312,2.302585093,1.7,mwc,usp000jd4t,central East Pacific Rise,us,2012,1/6/2012,January,244.6919323,central East Pacific Rise,Ocean,shallow
2012-01-06T19:04:03.970Z,26.944,143.559,2.451005098,1.6,mb,usp000jd4v,"Bonin Islands, Japan region",us,2012,1/6/2012,January,148.4131591,Japan region,Asia,shallow
2012-01-06T23:37:45.470Z,59.852,-153.232,4.91338991,1.6,mb,usp000jd52,Southern Alaska,aeic,2012,1/6/2012,January,148.4131591,Southern Alaska,Ocean,intermediate
2012-01-07T03:21:27.440Z,-3.752,138.055,4.652053772,1.6,mb,usp000jd5c,"Papua, Indonesia",us,2012,1/7/2012,January,148.4131591,Indonesia,Asia,intermediate
2012-01-07T04:30:31.080Z,-4.329,152.594,4.683056725,1.6,mb,usp000jd5e,"New Britain region, Papua New Guinea",us,2012,1/7/2012,January,148.4131591,Papua New Guinea,Oceania,intermediate
2012-01-07T07:31:42.700Z,1.705,127.475,4.743191484,1.7,mww,usp000jd5q,"Halmahera, Indonesia",us,2012,1/7/2012,January,221.4064162,Indonesia,Asia,intermediate
2012-01-07T17:24:51.120Z,-5.081,145.214,4.133565275,1.7,mwb,usp000jd68,"eastern New Guinea region, Papua New Guinea",us,2012,1/7/2012,January,221.4064162,Papua New Guinea,Oceania,shallow
2012-01-07T18:00:58.620Z,19.254,121.191,3.072693315,1.6,mb,usp000jd6b,"Babuyan Islands region, Philippines",us,2012,1/7/2012,January,148.4131591,Philippines,Asia,shallow
2012-01-07T18:22:19.330Z,-63.697,-166.854,2.302585093,1.6,mb,usp000jd6c,Pacific-Antarctic Ridge,us,2012,1/7/2012,January,164.0219073,Pacific-Antarctic Ridge,Ocean,shallow
2012-01-07T18:38:08.090Z,-28.613,-176.935,2.302585093,1.7,mww,usp000jd6d,Kermadec Islands region,us,2012,1/7/2012,January,298.867401,Kermadec Islands region,Ocean,shallow
2012-01-07T20:00:44.740Z,-17.549,-173.318,2.302585093,1.6,mb,usp000jd6g,Tonga,us,2012,1/7/2012,January,164.0219073,Tonga,Oceania,shallow
2012-01-07T21:30:11.000Z,36.063,142.073,3.453157121,1.6,mb,usp000jd6m,"off the east coast of Honshu, Japan",us,2012,1/7/2012,January,148.4131591,Japan,Asia,shallow
2012-01-08T00:35:52.500Z,-17.897,-178.541,6.318066807,1.6,mb,usp000jd6w,Fiji region,us,2012,1/8/2012,January,181.2722419,Fiji region,Oceania,deep
2012-01-08T06:20:06.380Z,42.203,87.474,2.753660712,1.6,mb,usp000jd78,"northern Xinjiang, China",us,2012,1/8/2012,January,148.4131591,China,Asia,shallow
2012-01-08T21:51:49.540Z,-17.425,167.887,3.642835516,1.7,mb,usp000jd87,Vanuatu,us,2012,1/8/2012,January,200.33681,Vanuatu,Oceania,shallow
2012-01-08T23:40:58.460Z,-23.337,-179.895,6.277019359,1.6,mb,usp000jd8c,south of the Fiji Islands,us,2012,1/8/2012,January,148.4131591,south of the Fiji Islands,Oceania,deep
2012-01-09T00:06:54.800Z,-15.063,-174.142,2.302585093,1.6,mb,usp000jd8e,Tonga,us,2012,1/9/2012,January,164.0219073,Tonga,Oceania,shallow
2012-01-09T02:38:03.250Z,-29.512,-176.09,2.302585093,1.6,mb,usp000jd8f,Kermadec Islands region,us,2012,1/9/2012,January,148.4131591,Kermadec Islands region,Ocean,shallow
2012-01-09T04:07:14.670Z,-10.617,165.16,3.33220451,1.9,mww,usp000jd8k,Santa Cruz Islands,us,2012,1/9/2012,January,601.8450379,Santa Cruz Islands,Ocean,shallow
2012-01-09T17:45:32.380Z,-10.516,165.105,3.555348061,1.6,mb,usp000jd9b,Santa Cruz Islands,us,2012,1/9/2012,January,148.4131591,Santa Cruz Islands,Ocean,shallow
2012-01-09T19:53:35.300Z,27.034,55.726,2.653241965,1.6,mb,usp000jd9k,southern Iran,thr,2012,1/9/2012,January,181.2722419,southern Iran,Asia,shallow
2012-01-09T20:13:12.320Z,-0.814,133.064,3.910021003,1.6,mb,usp000jd9m,"near the north coast of Papua, Indonesia",us,2012,1/9/2012,January,148.4131591,Indonesia,Asia,shallow
2012-01-09T21:30:51.000Z,-32.573,-71.594,3.063390922,1.6,mb,usp000jd9r,"offshore Valparaiso, Chile",guc,2012,1/9/2012,January,181.2722419,Chile,Americas,shallow
2012-01-10T01:45:39.040Z,-16.993,171.404,2.302585093,1.6,mb,usp000jd9w,Vanuatu region,us,2012,1/10/2012,January,181.2722419,Vanuatu region,Oceania,shallow
2012-01-10T13:08:38.950Z,-17.414,-172.779,2.302585093,1.6,mb,usp000jdac,Tonga region,us,2012,1/10/2012,January,181.2722419,Tonga region,Oceania,shallow
2012-01-10T18:07:12.990Z,-0.74,-80.28,3.90197267,1.6,mb,usp000jdan,near the coast of Ecuador,us,2012,1/10/2012,January,148.4131591,near the coast of Ecuador,Americas,shallow
2012-01-10T18:36:59.080Z,2.433,93.21,2.944438979,2,mww,usp000jdar,off the west coast of northern Sumatra,us,2012,1/10/2012,January,1339.430764,off the west coast of northern Sumatra,Ocean,shallow
2012-01-10T18:52:09.110Z,2.386,92.937,2.302585093,1.6,mb,usp000jdas,off the west coast of northern Sumatra,us,2012,1/10/2012,January,164.0219073,off the west coast of northern Sumatra,Ocean,shallow
2012-01-11T17:08:00.600Z,36.328,52.775,2.76000994,1.6,mb,usp000jdc1,northern Iran,teh,2012,1/11/2012,January,164.0219073,northern Iran,Asia,shallow
2012-01-11T22:21:33.990Z,-6.885,123.462,6.469715325,1.6,mb,usp000jdc8,Banda Sea,us,2012,1/11/2012,January,181.2722419,Banda Sea,Ocean,deep
2012-01-12T00:19:05.510Z,8.432,125.918,3.580737295,1.6,mb,usp000jdcc,"Mindanao, Philippines",us,2012,1/12/2012,January,148.4131591,Philippines,Asia,shallow
2012-01-12T02:20:23.870Z,-53.252,23.53,2.302585093,1.6,mb,usp000jdck,south of Africa,us,2012,1/12/2012,January,148.4131591,south of Africa,Ocean,shallow
2012-01-12T02:52:38.460Z,-53.209,23.746,2.302585093,1.6,mb,usp000jdcn,south of Africa,us,2012,1/12/2012,January,148.4131591,south of Africa,Ocean,shallow
2012-01-12T03:20:49.990Z,36.994,141.071,2.772588722,1.7,mww,usp000jdcr,"near the east coast of Honshu, Japan",us,2012,1/12/2012,January,244.6919323,Japan,Asia,shallow
2012-01-12T05:37:28.760Z,38.336,142.461,3.555348061,1.6,mb,usp000jdcv,"near the east coast of Honshu, Japan",us,2012,1/12/2012,January,181.2722419,Japan,Asia,shallow
2012-01-12T07:08:08.640Z,-17.989,-172.393,3.555348061,1.6,mb,usp000jdcy,Tonga region,us,2012,1/12/2012,January,148.4131591,Tonga region,Oceania,shallow
2012-01-12T14:11:08.430Z,-52.113,28.152,2.302585093,1.7,mwc,usp000jdd9,south of Africa,us,2012,1/12/2012,January,244.6919323,south of Africa,Ocean,shallow
2012-01-12T15:26:28.760Z,36.672,141.895,3.230804396,1.6,mb,usp000jddd,"near the east coast of Honshu, Japan",us,2012,1/12/2012,January,148.4131591,Japan,Asia,shallow
2012-01-12T17:12:08.930Z,-17.822,-172.531,3.555348061,1.6,mb,usp000jddf,Tonga region,us,2012,1/12/2012,January,148.4131591,Tonga region,Oceania,shallow
2012-01-12T22:08:11.100Z,-52.042,28.196,2.302585093,1.7,mb,usp000jddn,south of Africa,us,2012,1/12/2012,January,200.33681,south of Africa,Ocean,shallow
2012-01-12T22:30:59.280Z,-16.753,-173.59,3.55820113,1.7,mb,usp000jddp,Tonga,us,2012,1/12/2012,January,200.33681,Tonga,Oceania,shallow
2012-01-13T06:49:24.180Z,-10.52,165.262,3.555348061,1.6,mb,usp000jde6,Santa Cruz Islands,us,2012,1/13/2012,January,148.4131591,Santa Cruz Islands,Ocean,shallow
2012-01-13T15:54:41.080Z,-60.597,-27.208,2.302585093,1.6,mb,usp000jden,South Sandwich Islands region,us,2012,1/13/2012,January,148.4131591,South Sandwich Islands region,Ocean,shallow
2012-01-13T16:02:23.030Z,-60.548,-27.073,2.302585093,1.7,mwc,usp000jdeq,South Sandwich Islands region,us,2012,1/13/2012,January,270.4264074,South Sandwich Islands region,Ocean,shallow
2012-01-13T17:49:10.120Z,-32.809,-178.566,2.302585093,1.6,mb,usp000jdet,south of the Kermadec Islands,us,2012,1/13/2012,January,164.0219073,south of the Kermadec Islands,Ocean,shallow
2012-01-13T19:46:04.820Z,51.076,-130.72,2.302585093,1.6,mwr,usp000jdez,"Haida Gwaii Region, Canada",pgc,2012,1/13/2012,January,181.2722419,Canada,Americas,shallow
2012-01-13T20:03:46.820Z,2.405,96.273,3.678829118,1.6,mb,usp000jdf0,"Simeulue, Indonesia",us,2012,1/13/2012,January,164.0219073,Indonesia,Asia,shallow
2012-01-13T20:25:24.540Z,-32.882,-178.476,2.302585093,1.6,mb,usp000jdf2,south of the Kermadec Islands,us,2012,1/13/2012,January,164.0219073,south of the Kermadec Islands,Ocean,shallow
2012-01-13T22:49:59.510Z,36.009,70.512,4.614129927,1.6,mb,usp000jdf9,"Hindu Kush region, Afghanistan",us,2012,1/13/2012,January,148.4131591,Afghanistan,Asia,intermediate
2012-01-14T11:34:56.850Z,-60.695,-26.086,2.302585093,1.6,mb,usp000jdg5,South Sandwich Islands region,us,2012,1/14/2012,January,148.4131591,South Sandwich Islands region,Ocean,shallow
2012-01-14T13:47:53.180Z,-43.538,172.765,1.774952351,1.6,ml,usp000jdgb,South Island of New Zealand,wel,2012,1/14/2012,January,164.0219073,South Island of New Zealand,Oceania,shallow
2012-01-14T16:36:21.040Z,19.202,121.156,2.833213344,1.8,mww,usp000jdgg,"Babuyan Islands region, Philippines",us,2012,1/14/2012,January,330.2995599,Philippines,Asia,shallow
2012-01-15T13:40:16.400Z,-60.975,-56.072,2.302585093,1.8,mb,usp000jdhp,South Shetland Islands,us,2012,1/15/2012,January,365.0374679,South Shetland Islands,Ocean,shallow
2012-01-15T13:40:19.540Z,-60.948,-56.113,2.079441542,1.9,mww,usp000jdhq,South Shetland Islands,us,2012,1/15/2012,January,735.0951892,South Shetland Islands,Ocean,shallow
2012-01-15T13:41:31.420Z,-36.573,177.217,5.610204128,1.6,ml,usp000jdhr,off the east coast of the North Island of New Zealand,wel,2012,1/15/2012,January,181.2722419,off the east coast of the North Island of New Zealand,Oceania,intermediate
2012-01-15T14:21:31.370Z,-60.882,-55.965,2.302585093,1.8,mwc,usp000jdhs,South Shetland Islands,us,2012,1/15/2012,January,403.4287935,South Shetland Islands,Ocean,shallow
2012-01-15T18:41:09.130Z,-61.33,-53.571,2.302585093,1.6,mb,usp000jdhy,South Shetland Islands,us,2012,1/15/2012,January,164.0219073,South Shetland Islands,Ocean,shallow
2012-01-15T19:06:45.510Z,-15.675,-12.912,2.302585093,1.6,mb,usp000jdhz,southern Mid-Atlantic Ridge,us,2012,1/15/2012,January,164.0219073,southern Mid-Atlantic Ridge,Ocean,shallow
2012-01-16T03:59:44.590Z,-60.752,-56.095,2.302585093,1.7,mwb,usp000jdjm,South Shetland Islands,us,2012,1/16/2012,January,270.4264074,South Shetland Islands,Ocean,shallow
2012-01-16T08:26:17.390Z,0.002,123.09,5.12693575,1.6,mb,usp000jdjv,"Minahasa, Sulawesi, Indonesia",us,2012,1/16/2012,January,181.2722419,Indonesia,Asia,intermediate
2012-01-16T10:26:47.020Z,-0.228,125.475,4.123903364,1.7,mb,usp000jdk0,Molucca Sea,us,2012,1/16/2012,January,200.33681,Molucca Sea,Ocean,shallow
2012-01-16T12:50:13.590Z,-56.754,-24.981,2.302585093,1.6,mb,usp000jdk1,South Sandwich Islands region,us,2012,1/16/2012,January,148.4131591,South Sandwich Islands region,Ocean,shallow
2012-01-16T15:06:03.090Z,-56.718,-25.045,2.302585093,1.6,mb,usp000jdk3,South Sandwich Islands region,us,2012,1/16/2012,January,164.0219073,South Sandwich Islands region,Ocean,shallow
2012-01-16T17:53:12.250Z,-2.114,-12.601,2.302585093,1.6,mb,usp000jdka,north of Ascension Island,us,2012,1/16/2012,January,148.4131591,north of Ascension Island,Ocean,shallow
2012-01-16T18:20:50.470Z,-33.33,-178.424,2.302585093,1.6,mb,usp000jdkc,south of the Kermadec Islands,us,2012,1/16/2012,January,164.0219073,south of the Kermadec Islands,Ocean,shallow
2012-01-16T18:39:51.130Z,-19.289,-172.909,2.302585093,1.6,mb,usp000jdkd,Tonga region,us,2012,1/16/2012,January,148.4131591,Tonga region,Oceania,shallow
2012-01-17T10:00:22.030Z,6.516,125.972,4.593097605,1.6,mb,usp000jdm1,"Mindanao, Philippines",us,2012,1/17/2012,January,148.4131591,Philippines,Asia,intermediate
2012-01-17T12:55:34.720Z,11.177,125.837,2.995732274,1.7,mww,usp000jdm6,"Samar, Philippines",us,2012,1/17/2012,January,298.867401,Philippines,Asia,shallow
2012-01-17T15:27:48.530Z,-4.045,-104.146,2.302585093,1.7,mwc,usp000jdma,central East Pacific Rise,us,2012,1/17/2012,January,221.4064162,central East Pacific Rise,Ocean,shallow
2012-01-17T23:21:35.040Z,-31.655,-71.499,3.493472658,1.7,mww,usp000jdmm,"Coquimbo, Chile",us,2012,1/17/2012,January,270.4264074,Chile,Americas,shallow
2012-01-17T23:23:23.000Z,-31.728,-71.615,3.535145354,1.7,mb,usp000jdmn,"offshore Coquimbo, Chile",guc,2012,1/17/2012,January,200.33681,Chile,Americas,shallow
2012-01-18T01:19:36.450Z,-0.951,126.898,3.716008122,1.6,mb,usp000jdms,Molucca Sea,us,2012,1/18/2012,January,181.2722419,Molucca Sea,Ocean,shallow
2012-01-18T11:35:50.500Z,-31.767,-68.084,2.302585093,1.6,mb,usp000jdn1,"San Juan, Argentina",us,2012,1/18/2012,January,148.4131591,Argentina,Americas,shallow
2012-01-18T12:50:20.530Z,-0.877,126.829,2.949688335,1.8,mww,usp000jdn4,Molucca Sea,us,2012,1/18/2012,January,330.2995599,Molucca Sea,Ocean,shallow
2012-01-18T16:09:08.650Z,-0.906,126.806,2.302585093,1.6,mb,usp000jdnd,Molucca Sea,us,2012,1/18/2012,January,164.0219073,Molucca Sea,Ocean,shallow
2012-01-18T17:01:22.370Z,-11.018,165.536,2.839078464,1.7,mb,usp000jdnf,Santa Cruz Islands,us,2012,1/18/2012,January,200.33681,Santa Cruz Islands,Ocean,shallow
2012-01-18T17:02:57.420Z,-10.999,165.464,3.642835516,1.7,mb,usp000jdng,Santa Cruz Islands,us,2012,1/18/2012,January,200.33681,Santa Cruz Islands,Ocean,shallow
2012-01-18T17:26:03.550Z,-11.023,165.478,3.686376324,1.6,mb,usp000jdnj,Santa Cruz Islands,us,2012,1/18/2012,January,164.0219073,Santa Cruz Islands,Ocean,shallow
2012-01-19T04:06:42.000Z,-10.979,165.477,3.845883203,1.6,mb,usp000jdp9,Santa Cruz Islands,us,2012,1/19/2012,January,164.0219073,Santa Cruz Islands,Ocean,shallow
2012-01-19T05:58:38.790Z,-10.966,165.57,2.48490665,1.7,mww,usp000jdpd,Santa Cruz Islands,us,2012,1/19/2012,January,298.867401,Santa Cruz Islands,Ocean,shallow
2012-01-19T06:28:19.090Z,18.058,-68.755,4.633757643,1.6,mb,usp000jdpf,Mona Passage,us,2012,1/19/2012,January,148.4131591,Mona Passage,Ocean,intermediate
2012-01-19T06:48:48.750Z,-46.686,165.778,2.995732274,1.8,mww,usp000jdpg,off the west coast of the South Island of New Zealand,us,2012,1/19/2012,January,365.0374679,off the west coast of the South Island of New Zealand,Oceania,shallow
2012-01-19T09:01:55.970Z,-46.763,165.604,2.681021529,1.6,mb,usp000jdpz,off the west coast of the South Island of New Zealand,us,2012,1/19/2012,January,181.2722419,off the west coast of the South Island of New Zealand,Oceania,shallow
2012-01-19T12:35:51.300Z,36.288,58.835,2.116255515,1.6,mww,usp000jdqd,northeastern Iran,teh,2012,1/19/2012,January,164.0219073,northeastern Iran,Asia,shallow
2012-01-19T23:35:34.390Z,-17.898,-172.416,2.302585093,1.6,mb,usp000jdr4,Tonga region,us,2012,1/19/2012,January,148.4131591,Tonga region,Oceania,shallow
2012-01-20T13:30:50.590Z,37.75,143.311,3.109060959,1.6,mb,usp000jdrx,"off the east coast of Honshu, Japan",us,2012,1/20/2012,January,181.2722419,Japan,Asia,shallow
2012-01-20T20:32:53.440Z,-8.406,119.701,4.838660029,1.7,mww,usp000jds3,"Flores region, Indonesia",us,2012,1/20/2012,January,298.867401,Indonesia,Asia,intermediate
2012-01-20T22:50:53.740Z,4.795,125.307,4.041295341,1.7,mwc,usp000jds7,"Kepulauan Sangihe, Indonesia",us,2012,1/20/2012,January,221.4064162,Indonesia,Asia,shallow
2012-01-21T03:19:50.710Z,-65.042,177.584,2.302585093,1.6,mb,usp000jdse,Balleny Islands region,us,2012,1/21/2012,January,148.4131591,Balleny Islands region,Ocean,shallow
2012-01-21T12:03:32.140Z,19.727,147.034,3.555348061,1.6,mb,usp000jdsy,Mariana Islands region,us,2012,1/21/2012,January,148.4131591,Mariana Islands region,Oceania,shallow
2012-01-21T18:47:11.560Z,14.873,-93.005,3.80666249,1.8,mww,usp000jdt7,"offshore Chiapas, Mexico",us,2012,1/21/2012,January,492.7490411,Mexico,Americas,shallow
2012-01-22T05:53:42.080Z,-56.759,-25.147,2.564949357,1.8,mww,usp000jdty,South Sandwich Islands region,us,2012,1/22/2012,January,403.4287935,South Sandwich Islands region,Ocean,shallow
2012-01-22T06:00:05.410Z,-56.655,-24.899,2.302585093,1.7,mwc,usp000jdu0,South Sandwich Islands region,us,2012,1/22/2012,January,244.6919323,South Sandwich Islands region,Ocean,shallow
2012-01-22T11:24:09.000Z,-28.682,-71.03,4.074141855,1.6,mb,usp000jduc,"Atacama, Chile",guc,2012,1/22/2012,January,148.4131591,Chile,Americas,shallow
2012-01-22T21:03:35.950Z,3.678,36.091,2.302585093,1.6,mb,usp000jdux,"Lake Rudolf region, Kenya",us,2012,1/22/2012,January,181.2722419,Kenya,Africa,shallow
2012-01-23T11:45:43.700Z,37.108,140.965,4.133565275,1.6,mb,usp000jdvp,"eastern Honshu, Japan",us,2012,1/23/2012,January,181.2722419,Japan,Asia,shallow
2012-01-23T16:04:52.980Z,-36.409,-73.03,2.995732274,1.8,mww,usp000jdvv,"offshore Bio-Bio, Chile",us,2012,1/23/2012,January,445.8577701,Chile,Americas,shallow
2012-01-23T17:22:07.000Z,-36.424,-73.486,1.960094784,1.6,mb,usp000jdvz,"offshore Bio-Bio, Chile",guc,2012,1/23/2012,January,148.4131591,Chile,Americas,shallow
2012-01-23T20:50:14.500Z,19.542,-70.077,2.174751721,1.6,mwr,usp000jdw6,Dominican Republic,us,2012,1/23/2012,January,164.0219073,Dominican Republic,Americas,shallow
2012-01-23T21:55:16.770Z,-36.338,-73.031,3.681351188,1.6,mb,usp000jdw8,"offshore Bio-Bio, Chile",us,2012,1/23/2012,January,148.4131591,Chile,Americas,shallow
2012-01-24T00:52:05.230Z,-24.977,178.52,6.363545211,1.8,mww,usp000jdwh,south of the Fiji Islands,us,2012,1/24/2012,January,544.5719101,south of the Fiji Islands,Oceania,deep
2012-01-24T10:34:19.080Z,8.584,126.102,5.26217192,1.6,mb,usp000jdwy,"Mindanao, Philippines",us,2012,1/24/2012,January,164.0219073,Philippines,Asia,intermediate
2012-01-24T16:31:07.790Z,-56.336,-27.723,2.028148247,1.7,mww,usp000jdxc,South Sandwich Islands region,us,2012,1/24/2012,January,244.6919323,South Sandwich Islands region,Ocean,shallow
2012-01-25T00:45:57.710Z,52.654,-167.049,3.723280881,1.6,mb,usp000jdxz,"Fox Islands, Aleutian Islands, Alaska",aeic,2012,1/25/2012,January,164.0219073,Alaska,Ocean,shallow
2012-01-25T06:02:34.750Z,-46.68,165.714,3.18221184,1.6,mb,usp000jdya,off the west coast of the South Island of New Zealand,us,2012,1/25/2012,January,164.0219073,off the west coast of the South Island of New Zealand,Oceania,shallow
2012-01-25T07:17:04.220Z,-5.209,152.136,4.180522258,1.6,mb,usp000jdyd,"New Britain region, Papua New Guinea",us,2012,1/25/2012,January,164.0219073,Papua New Guinea,Oceania,shallow
2012-01-25T14:37:02.660Z,5.519,-77.505,3.618993327,1.6,mb,usp000jdyu,near the west coast of Colombia,us,2012,1/25/2012,January,148.4131591,near the west coast of Colombia,Americas,shallow
2012-01-25T16:04:09.300Z,-6.672,-122.202,2.302585093,1.6,mb,usp000jdz0,South Pacific Ocean,us,2012,1/25/2012,January,181.2722419,South Pacific Ocean,Ocean,shallow
2012-01-25T17:47:11.350Z,-6.802,153.487,3.653252276,1.6,mb,usp000jdz5,"New Britain region, Papua New Guinea",us,2012,1/25/2012,January,148.4131591,Papua New Guinea,Oceania,shallow
2012-01-25T20:42:55.910Z,38.19,141.573,3.956996371,1.6,mb,usp000jdzd,"near the east coast of Honshu, Japan",us,2012,1/25/2012,January,181.2722419,Japan,Asia,shallow
2012-01-26T04:21:16.990Z,-7.1,129.935,4.782479201,1.6,mb,usp000jdzn,"Kepulauan Babar, Indonesia",us,2012,1/26/2012,January,148.4131591,Indonesia,Asia,intermediate
2012-01-26T04:24:58.300Z,36.06,25.07,3.36729583,1.6,mb,usp000jdzp,"Dodecanese Islands, Greece",ath,2012,1/26/2012,January,181.2722419,Greece,Europe,shallow
